Specimen,Taxon,ID-Type,ExternalCode,Source
JHU-000406,aedes albopictus,DNA,ANMC,WILD_CAUGHT
JHU-000407,aedes albopictus,DNA,ANMC,WILD_CAUGHT
JHU-000408,aedes albopictus,DNA,ANMC,WILD_CAUGHT
JHU-000409,aedes albopictus,DNA,ANMC,WILD_CAUGHT
JHU-000410,aedes albopictus,DNA,ANMC,WILD_CAUGHT
JHU-000411,culex pipiens,DNA,BOLL,WILD_CAUGHT
JHU-000412,culex pipiens,DNA,BOLL,WILD_CAUGHT
JHU-000413,culex pipiens,DNA,BOLL,WILD_CAUGHT
JHU-000414,culex pipiens,DNA,BOLL,WILD_CAUGHT
JHU-000415,culex pipiens,DNA,BOLL,WILD_CAUGHT
JHU-000416,culex pipiens,DNA,BOLL,WILD_CAUGHT
JHU-000417,culex pipiens,DNA,BOLL,WILD_CAUGHT
JHU-000418,culex pipiens,DNA,BOLL,WILD_CAUGHT
JHU-000419,culex pipiens,DNA,BOLL,WILD_CAUGHT
JHU-000420,culex pipiens,DNA,BOLL,WILD_CAUGHT
JHU-000421,culex pipiens,DNA,BOLL,WILD_CAUGHT
JHU-000422,culex pipiens,DNA,BOLL,WILD_CAUGHT
JHU-000423,culex pipiens,DNA,BOLL,WILD_CAUGHT
JHU-000424,culex pipiens,DNA,BOLL,WILD_CAUGHT
JHU-000425,culex pipiens,DNA,BOLL,WILD_CAUGHT
JHU-000426,culex pipiens,DNA,BOLL,WILD_CAUGHT
JHU-000427,culex pipiens,DNA,BOLL,WILD_CAUGHT
JHU-000428,anopheles crucians_b,DNA,DDSP,WILD_CAUGHT
JHU-000429,uranotaenia sapphirina,DNA,DDSP,WILD_CAUGHT
JHU-000430,uranotaenia sapphirina,DNA,DDSP,WILD_CAUGHT
JHU-000431,anopheles punctipennis,Human,DDSP,WILD_CAUGHT
JHU-000432,anopheles punctipennis,DNA,DDSP,WILD_CAUGHT
JHU-000433,aedes mediovittatus,DNA,GTMO,WILD_CAUGHT
JHU-000434,aedes taeniorhynchus,DNA,GTMO,WILD_CAUGHT
JHU-000435,aedes taeniorhynchus,DNA,GTMO,WILD_CAUGHT
JHU-000436,aedes taeniorhynchus,DNA,GTMO,WILD_CAUGHT
JHU-000437,aedes taeniorhynchus,DNA,GTMO,WILD_CAUGHT
JHU-000438,aedes taeniorhynchus,DNA,GTMO,WILD_CAUGHT
JHU-000439,aedes taeniorhynchus,DNA,GTMO,WILD_CAUGHT
JHU-000440,deinocerites cuba-1,DNA,GTMO,WILD_CAUGHT
JHU-000441,deinocerites cuba-1,DNA,GTMO,WILD_CAUGHT
JHU-000442,deinocerites cancer,DNA,GTMO,WILD_CAUGHT
JHU-000443,aedes taeniorhynchus,DNA,GTMO,WILD_CAUGHT
JHU-000444,deinocerites cancer,DNA,GTMO,WILD_CAUGHT
JHU-000445,deinocerites cuba-1,DNA,GTMO,WILD_CAUGHT
JHU-000446,aedes taeniorhynchus,DNA,GTMO,WILD_CAUGHT
JHU-000447,aedes taeniorhynchus,DNA,GTMO,WILD_CAUGHT
JHU-000448,aedes taeniorhynchus,DNA,GTMO,WILD_CAUGHT
JHU-000449,deinocerites cuba-1,DNA,GTMO,WILD_CAUGHT
JHU-000450,deinocerites cuba-1,DNA,GTMO,WILD_CAUGHT
JHU-000451,deinocerites cancer,DNA,GTMO,WILD_CAUGHT
JHU-000452,psorophora pygmaea,DNA,GTMO,WILD_CAUGHT
JHU-000453,psorophora pygmaea,DNA,GTMO,WILD_CAUGHT
JHU-000454,psorophora pygmaea,DNA,GTMO,WILD_CAUGHT
JHU-000455,psorophora pygmaea,DNA,GTMO,WILD_CAUGHT
JHU-000456,aedes taeniorhynchus,DNA,GTMO,WILD_CAUGHT
JHU-000457,aedes taeniorhynchus,DNA,GTMO,WILD_CAUGHT
JHU-000458,aedes tortilis,DNA,GTMO,WILD_CAUGHT
JHU-000459,aedes tortilis,DNA,GTMO,WILD_CAUGHT
JHU-000460,aedes condolescens,DNA,GTMO,WILD_CAUGHT
JHU-000461,psorophora pygmaea,DNA,GTMO,WILD_CAUGHT
JHU-000462,psorophora pygmaea,DNA,GTMO,WILD_CAUGHT
JHU-000463,aedes tortilis,DNA,GTMO,WILD_CAUGHT
JHU-000464,aedes tortilis,DNA,GTMO,WILD_CAUGHT
JHU-000465,aedes taeniorhynchus,DNA,GTMO,WILD_CAUGHT
JHU-000466,aedes taeniorhynchus,DNA,GTMO,WILD_CAUGHT
JHU-000467,aedes taeniorhynchus,DNA,GTMO,WILD_CAUGHT
JHU-000468,aedes taeniorhynchus,DNA,GTMO,WILD_CAUGHT
JHU-000469,aedes taeniorhynchus,DNA,GTMO,WILD_CAUGHT
JHU-000470,aedes taeniorhynchus,Human,GTMO,WILD_CAUGHT
JHU-000471,aedes taeniorhynchus,DNA,GTMO,WILD_CAUGHT
JHU-000472,aedes taeniorhynchus,DNA,GTMO,WILD_CAUGHT
JHU-000473,deinocerites cuba-1,DNA,GTMO,WILD_CAUGHT
JHU-000474,deinocerites cuba-1,DNA,GTMO,WILD_CAUGHT
JHU-000475,deinocerites cuba-1,DNA,GTMO,WILD_CAUGHT
JHU-000476,deinocerites cuba-1,DNA,GTMO,WILD_CAUGHT
JHU-000477,deinocerites cuba-1,DNA,GTMO,WILD_CAUGHT
JHU-000478,deinocerites cancer,DNA,GTMO,WILD_CAUGHT
JHU-000479,deinocerites cuba-1,DNA,GTMO,WILD_CAUGHT
JHU-000480,psorophora pygmaea,DNA,GTMO,WILD_CAUGHT
JHU-000481,psorophora pygmaea,DNA,GTMO,WILD_CAUGHT
JHU-000482,psorophora pygmaea,DNA,GTMO,WILD_CAUGHT
JHU-000483,psorophora pygmaea,DNA,GTMO,WILD_CAUGHT
JHU-000484,psorophora pygmaea,DNA,GTMO,WILD_CAUGHT
JHU-000485,psorophora pygmaea,DNA,GTMO,WILD_CAUGHT
JHU-000486,psorophora pygmaea,DNA,GTMO,WILD_CAUGHT
JHU-000487,psorophora pygmaea,DNA,GTMO,WILD_CAUGHT
JHU-000488,psorophora pygmaea,DNA,GTMO,WILD_CAUGHT
JHU-000489,psorophora pygmaea,DNA,GTMO,WILD_CAUGHT
JHU-000490,psorophora pygmaea,DNA,GTMO,WILD_CAUGHT
JHU-000491,aedes taeniorhynchus,DNA,GTMO,WILD_CAUGHT
JHU-000492,psorophora pygmaea,DNA,GTMO,WILD_CAUGHT
JHU-000493,psorophora pygmaea,DNA,GTMO,WILD_CAUGHT
JHU-000494,psorophora pygmaea,DNA,GTMO,WILD_CAUGHT
JHU-000495,psorophora pygmaea,DNA,GTMO,WILD_CAUGHT
JHU-000496,psorophora pygmaea,DNA,GTMO,WILD_CAUGHT
JHU-000497,psorophora pygmaea,DNA,GTMO,WILD_CAUGHT
JHU-000498,psorophora pygmaea,DNA,GTMO,WILD_CAUGHT
JHU-000499,psorophora pygmaea,DNA,GTMO,WILD_CAUGHT
JHU-000500,culex pipiens,DNA,PENS,WILD_CAUGHT
JHU-000501,culex coronator,DNA,PENS,WILD_CAUGHT
JHU-000502,culex salinarius,DNA,PENS,WILD_CAUGHT
JHU-000503,culex spp,Human,PENS,WILD_CAUGHT
JHU-000504,aedes albopictus,DNA,PENS,WILD_CAUGHT
JHU-000505,aedes albopictus,DNA,PENS,WILD_CAUGHT
JHU-000506,aedes albopictus,DNA,PENS,WILD_CAUGHT
JHU-000507,aedes atlanticus,DNA,PENS,WILD_CAUGHT
JHU-000508,anopheles crucians_d,DNA,PENS,WILD_CAUGHT
JHU-000509,anopheles crucians_c,DNA,PENS,WILD_CAUGHT
JHU-000510,culex nigripalpus,DNA,PENS,WILD_CAUGHT
JHU-000511,culex nigripalpus,DNA,PENS,WILD_CAUGHT
JHU-000512,culex nigripalpus,DNA,PENS,WILD_CAUGHT
JHU-000513,culex nigripalpus,DNA,PENS,WILD_CAUGHT
JHU-000514,anopheles crucians_c,DNA,PENS,WILD_CAUGHT
JHU-000515,anopheles crucians_b,DNA,PENS,WILD_CAUGHT
JHU-000516,anopheles crucians_b,DNA,PENS,WILD_CAUGHT
JHU-000517,anopheles crucians_e,DNA,PENS,WILD_CAUGHT
JHU-000518,aedes atlanticus,DNA,PENS,WILD_CAUGHT
JHU-000519,aedes atlanticus,DNA,PENS,WILD_CAUGHT
JHU-000520,aedes albopictus,DNA,PENS,WILD_CAUGHT
JHU-000521,culiseta melanura,DNA,PENS,WILD_CAUGHT
JHU-000522,culex nigripalpus,DNA,PENS,WILD_CAUGHT
JHU-000523,culex pipiens,DNA,PENS,WILD_CAUGHT
JHU-000524,culex pipiens,DNA,PENS,WILD_CAUGHT
JHU-000525,mansonia titillans,DNA,PENS,WILD_CAUGHT
JHU-000526,mansonia titillans,DNA,PENS,WILD_CAUGHT
JHU-000527,mansonia titillans,DNA,PENS,WILD_CAUGHT
JHU-000528,mansonia titillans,DNA,PENS,WILD_CAUGHT
JHU-000529,mansonia titillans,DNA,PENS,WILD_CAUGHT
JHU-000530,mansonia titillans,DNA,PENS,WILD_CAUGHT
JHU-000531,mansonia titillans,DNA,PENS,WILD_CAUGHT
JHU-000532,mansonia titillans,DNA,PENS,WILD_CAUGHT
JHU-000533,aedes aegypti,Human,WRBU,LAB_COLONY
JHU-000534,aedes aegypti,Human,WRBU,LAB_COLONY
JHU-000535,aedes aegypti,Human,WRBU,LAB_COLONY
JHU-000536,aedes aegypti,Human,WRBU,LAB_COLONY
JHU-000537,aedes aegypti,DNA,WRBU,LAB_COLONY
JHU-000538,aedes aegypti,Human,WRBU,LAB_COLONY
JHU-000539,aedes aegypti,Human,WRBU,LAB_COLONY
JHU-000540,aedes aegypti,Human,WRBU,LAB_COLONY
JHU-000541,aedes aegypti,DNA,WRBU,LAB_COLONY
JHU-000542,aedes aegypti,DNA,WRBU,LAB_COLONY
JHU-000543,aedes aegypti,DNA,WRBU,LAB_COLONY
JHU-000544,aedes aegypti,DNA,WRBU,LAB_COLONY
JHU-000545,aedes aegypti,DNA,WRBU,LAB_COLONY
JHU-000546,aedes aegypti,DNA,WRBU,LAB_COLONY
JHU-000547,aedes aegypti,Human,WRBU,LAB_COLONY
JHU-000548,aedes aegypti,DNA,WRBU,LAB_COLONY
JHU-000549,aedes aegypti,DNA,WRBU,LAB_COLONY
JHU-000550,aedes aegypti,DNA,WRBU,LAB_COLONY
JHU-000551,aedes aegypti,DNA,WRBU,LAB_COLONY
JHU-000552,aedes aegypti,DNA,WRBU,LAB_COLONY
JHU-000553,aedes aegypti,DNA,WRBU,LAB_COLONY
JHU-000554,aedes aegypti,DNA,WRBU,LAB_COLONY
JHU-000555,aedes aegypti,DNA,WRBU,LAB_COLONY
JHU-000556,aedes aegypti,DNA,WRBU,LAB_COLONY
JHU-000557,aedes aegypti,Human,WRBU,LAB_COLONY
JHU-000558,aedes aegypti,Human,WRBU,LAB_COLONY
JHU-000559,aedes aegypti,Human,WRBU,LAB_COLONY
JHU-000560,aedes aegypti,Human,WRBU,LAB_COLONY
JHU-000561,aedes aegypti,DNA,WRBU,LAB_COLONY
JHU-000562,aedes aegypti,DNA,WRBU,LAB_COLONY
JHU-000563,aedes aegypti,DNA,WRBU,LAB_COLONY
JHU-000564,aedes aegypti,DNA,WRBU,LAB_COLONY
JHU-000565,aedes aegypti,DNA,WRBU,LAB_COLONY
JHU-000566,aedes aegypti,DNA,WRBU,LAB_COLONY
JHU-000567,aedes aegypti,Human,WRBU,LAB_COLONY
JHU-000568,aedes aegypti,Human,WRBU,LAB_COLONY
JHU-000569,aedes aegypti,DNA,WRBU,LAB_COLONY
JHU-000570,aedes aegypti,DNA,WRBU,LAB_COLONY
JHU-000571,aedes aegypti,DNA,WRBU,LAB_COLONY
JHU-000572,aedes aegypti,DNA,WRBU,LAB_COLONY
JHU-000573,aedes aegypti,Human,WRBU,LAB_COLONY
JHU-000574,aedes aegypti,Human,WRBU,LAB_COLONY
JHU-000575,aedes aegypti,DNA,WRBU,LAB_COLONY
JHU-000576,aedes aegypti,DNA,WRBU,LAB_COLONY
JHU-000577,aedes aegypti,DNA,WRBU,LAB_COLONY
JHU-000578,aedes aegypti,DNA,WRBU,LAB_COLONY
JHU-000579,aedes aegypti,DNA,WRBU,LAB_COLONY
JHU-000580,aedes aegypti,DNA,WRBU,LAB_COLONY
JHU-000581,aedes aegypti,DNA,WRBU,LAB_COLONY
JHU-000582,aedes aegypti,Human,WRBU,LAB_COLONY
JHU-000583,aedes aegypti,Human,WRBU,LAB_COLONY
JHU-000584,aedes aegypti,DNA,WRBU,LAB_COLONY
JHU-000585,aedes aegypti,Human,WRBU,LAB_COLONY
JHU-000586,aedes aegypti,DNA,WRBU,LAB_COLONY
JHU-000587,aedes aegypti,Human,WRBU,LAB_COLONY
JHU-000588,aedes aegypti,Human,WRBU,LAB_COLONY
JHU-000589,aedes aegypti,DNA,WRBU,LAB_COLONY
JHU-000590,aedes aegypti,DNA,WRBU,LAB_COLONY
JHU-000591,aedes aegypti,DNA,WRBU,LAB_COLONY
JHU-000592,aedes aegypti,DNA,WRBU,LAB_COLONY
JHU-000593,aedes aegypti,Human,WRBU,LAB_COLONY
JHU-000594,aedes aegypti,DNA,WRBU,LAB_COLONY
JHU-000595,aedes aegypti,DNA,WRBU,LAB_COLONY
JHU-000596,aedes aegypti,DNA,WRBU,LAB_COLONY
JHU-000597,aedes aegypti,DNA,WRBU,LAB_COLONY
JHU-000598,aedes aegypti,DNA,WRBU,LAB_COLONY
JHU-000599,aedes aegypti,DNA,WRBU,LAB_COLONY
JHU-000600,aedes aegypti,DNA,WRBU,LAB_COLONY
JHU-000601,aedes aegypti,DNA,WRBU,LAB_COLONY
JHU-000602,aedes aegypti,DNA,WRBU,LAB_COLONY
JHU-000603,aedes aegypti,Human,WRBU,LAB_COLONY
JHU-000604,aedes aegypti,DNA,WRBU,LAB_COLONY
JHU-000605,aedes aegypti,DNA,WRBU,LAB_COLONY
JHU-000606,aedes aegypti,DNA,WRBU,LAB_COLONY
JHU-000607,aedes aegypti,Human,WRBU,LAB_COLONY
JHU-000608,aedes aegypti,Human,WRBU,LAB_COLONY
JHU-000609,aedes aegypti,Human,WRBU,LAB_COLONY
JHU-000610,aedes aegypti,DNA,WRBU,LAB_COLONY
JHU-000611,aedes aegypti,Human,WRBU,LAB_COLONY
JHU-000612,aedes aegypti,DNA,WRBU,LAB_COLONY
JHU-000613,aedes aegypti,Human,WRBU,LAB_COLONY
JHU-000614,aedes aegypti,Human,WRBU,LAB_COLONY
JHU-000615,aedes aegypti,Human,WRBU,LAB_COLONY
JHU-000616,aedes aegypti,DNA,WRBU,LAB_COLONY
JHU-000617,aedes aegypti,DNA,WRBU,LAB_COLONY
JHU-000618,aedes aegypti,Human,WRBU,LAB_COLONY
JHU-000619,aedes aegypti,Human,WRBU,LAB_COLONY
JHU-000620,aedes aegypti,Human,WRBU,LAB_COLONY
JHU-000621,aedes aegypti,DNA,WRBU,LAB_COLONY
JHU-000622,aedes aegypti,DNA,WRBU,LAB_COLONY
JHU-000623,aedes aegypti,Human,WRBU,LAB_COLONY
JHU-000624,aedes aegypti,Human,WRBU,LAB_COLONY
JHU-000625,aedes aegypti,Human,WRBU,LAB_COLONY
JHU-000626,aedes aegypti,Human,WRBU,LAB_COLONY
JHU-000627,aedes aegypti,Human,WRBU,LAB_COLONY
JHU-000628,culex quinquefasciatus,Human,KWST,WILD_CAUGHT
JHU-000629,culex quinquefasciatus,Human,KWST,WILD_CAUGHT
JHU-000630,culex quinquefasciatus,Human,KWST,WILD_CAUGHT
JHU-000631,culex spp,Human,KWST,WILD_CAUGHT
JHU-000632,culex spp,Human,KWST,WILD_CAUGHT
JHU-000633,culex spp,Human,KWST,WILD_CAUGHT
JHU-000634,culex spp,Human,KWST,WILD_CAUGHT
JHU-000635,culex spp,Human,KWST,WILD_CAUGHT
JHU-000636,culex spp,Human,KWST,WILD_CAUGHT
JHU-000637,culex spp,Human,KWST,WILD_CAUGHT
JHU-000638,culex quinquefasciatus,Human,KWST,WILD_CAUGHT
JHU-000639,culex quinquefasciatus,Human,KWST,WILD_CAUGHT
JHU-000640,culex quinquefasciatus,Human,KWST,WILD_CAUGHT
JHU-000641,culex quinquefasciatus,Human,KWST,WILD_CAUGHT
JHU-000642,aedes japonicus,Human,BELV,WILD_CAUGHT
JHU-000643,aedes triseriatus_sl,Human,BELV,WILD_CAUGHT
JHU-000644,aedes japonicus,Human,BELV,WILD_CAUGHT
JHU-000645,aedes japonicus,Human,BELV,WILD_CAUGHT
JHU-000646,aedes japonicus,Human,BELV,WILD_CAUGHT
JHU-000647,aedes japonicus,Human,BELV,WILD_CAUGHT
JHU-000648,aedes japonicus,Human,BELV,WILD_CAUGHT
JHU-000649,aedes japonicus,Human,BELV,WILD_CAUGHT
JHU-000650,psorophora ciliata,Human,PTUX,WILD_CAUGHT
JHU-000651,psorophora ferox,Human,PTUX,WILD_CAUGHT
JHU-000652,psorophora ferox,Human,PTUX,WILD_CAUGHT
JHU-000653,psorophora ferox,Human,PTUX,WILD_CAUGHT
JHU-000654,psorophora ferox,Human,PTUX,WILD_CAUGHT
JHU-000655,aedes taeniorhynchus,Human,PTUX,WILD_CAUGHT
JHU-000656,aedes aegypti,Human,KWST,WILD_CAUGHT
JHU-000657,aedes aegypti,Human,KWST,WILD_CAUGHT
JHU-000658,aedes taeniorhynchus,Human,KWST,WILD_CAUGHT
JHU-000659,aedes aegypti,Human,KWST,WILD_CAUGHT
JHU-000660,aedes taeniorhynchus,Human,KWST,WILD_CAUGHT
JHU-000661,aedes taeniorhynchus,Human,KWST,WILD_CAUGHT
JHU-000662,aedes taeniorhynchus,Human,KWST,WILD_CAUGHT
JHU-000663,aedes taeniorhynchus,Human,KWST,WILD_CAUGHT
JHU-000664,aedes taeniorhynchus,Human,KWST,WILD_CAUGHT
JHU-000665,aedes taeniorhynchus,Human,KWST,WILD_CAUGHT
JHU-000666,aedes aegypti,Human,KWST,WILD_CAUGHT
JHU-000667,aedes japonicus,Human,BELV,WILD_CAUGHT
JHU-000668,aedes japonicus,Human,BELV,WILD_CAUGHT
JHU-000669,aedes japonicus,Human,BELV,WILD_CAUGHT
JHU-000670,aedes japonicus,Human,BELV,WILD_CAUGHT
JHU-000671,culex pipiens,Human,CLAY,WILD_CAUGHT
JHU-000672,culex pipiens,Human,CLAY,WILD_CAUGHT
JHU-000673,culex pipiens,Human,CLAY,WILD_CAUGHT
JHU-000674,culex pipiens,Human,CLAY,WILD_CAUGHT
JHU-000675,culex pipiens,Human,CLAY,WILD_CAUGHT
JHU-000676,culex pipiens,Human,CLAY,WILD_CAUGHT
JHU-000677,culex pipiens,Human,CLAY,WILD_CAUGHT
JHU-000678,culex pipiens,Human,CLAY,WILD_CAUGHT
JHU-000679,culex pipiens,Human,CLAY,WILD_CAUGHT
JHU-000680,culex pipiens,Human,CLAY,WILD_CAUGHT
JHU-000681,culex pipiens,Human,CLAY,WILD_CAUGHT
JHU-000682,culex pipiens,Human,CLAY,WILD_CAUGHT
JHU-000683,culex pipiens,Human,CLAY,WILD_CAUGHT
JHU-000684,culex pipiens,Human,CLAY,WILD_CAUGHT
JHU-000685,culex pipiens,Human,CLAY,WILD_CAUGHT
JHU-000686,culex pipiens,Human,CLAY,WILD_CAUGHT
JHU-000687,culex pipiens,Human,CLAY,WILD_CAUGHT
JHU-000688,culex pipiens,Human,CLAY,WILD_CAUGHT
JHU-000689,culex pipiens,Human,CLAY,WILD_CAUGHT
JHU-000690,culex pipiens,Human,CLAY,WILD_CAUGHT
JHU-000691,culex pipiens,Human,CLAY,WILD_CAUGHT
JHU-000692,culex pipiens,Human,CLAY,WILD_CAUGHT
JHU-000693,culex restuans,Human,CLAY,WILD_CAUGHT
JHU-000694,culex restuans,Human,CLAY,WILD_CAUGHT
JHU-000695,culex restuans,Human,CLAY,WILD_CAUGHT
JHU-000696,culex restuans,Human,CLAY,WILD_CAUGHT
JHU-000697,culex restuans,Human,CLAY,WILD_CAUGHT
JHU-000698,aedes japonicus,Human,CLAY,WILD_CAUGHT
JHU-000699,aedes aegypti,Human,MBKS,WILD_CAUGHT
JHU-000700,psorophora spp,Human,PTUX,WILD_CAUGHT
JHU-000701,psorophora spp,Human,PTUX,WILD_CAUGHT
JHU-000702,psorophora spp,Human,PTUX,WILD_CAUGHT
JHU-000703,psorophora ciliata,Human,PTUX,WILD_CAUGHT
JHU-000704,anopheles spp,Human,PTUX,WILD_CAUGHT
JHU-000705,anopheles spp,Human,PTUX,WILD_CAUGHT
JHU-000706,anopheles spp,Human,PTUX,WILD_CAUGHT
JHU-000707,anopheles spp,Human,VOID,WILD_CAUGHT
JHU-000708,culex erraticus,Human,PTUX,WILD_CAUGHT
JHU-000709,anopheles crucians_sl,Human,PTUX,WILD_CAUGHT
JHU-000710,anopheles spp,Human,PTUX,WILD_CAUGHT
JHU-000711,anopheles spp,Human,PTUX,WILD_CAUGHT
JHU-000712,aedes japonicus,Human,FGGM,WILD_CAUGHT
JHU-000713,aedes japonicus,Human,FGGM,WILD_CAUGHT
JHU-000714,aedes japonicus,Human,WRFG,WILD_CAUGHT
JHU-000715,coquillettidia perturbans,Human,FITG,WILD_CAUGHT
JHU-000716,coquillettidia perturbans,Human,FITG,WILD_CAUGHT
JHU-000717,coquillettidia perturbans,Human,JACK,WILD_CAUGHT
JHU-000718,anopheles punctipennis,Human,JACK,WILD_CAUGHT
JHU-000719,anopheles punctipennis,Human,JACK,WILD_CAUGHT
JHU-000720,anopheles crucians_sl,Human,JACK,WILD_CAUGHT
JHU-000721,anopheles crucians_sl,Human,JACK,WILD_CAUGHT
JHU-000722,anopheles crucians_sl,Human,JACK,WILD_CAUGHT
JHU-000723,anopheles crucians_sl,Human,JACK,WILD_CAUGHT
JHU-000724,anopheles crucians_sl,Human,JACK,WILD_CAUGHT
JHU-000725,culex erraticus,Human,JACK,WILD_CAUGHT
JHU-000726,anopheles crucians_sl,Human,JACK,WILD_CAUGHT
JHU-000727,anopheles punctipennis,Human,JACK,WILD_CAUGHT
JHU-000728,anopheles crucians_sl,Human,JACK,WILD_CAUGHT
JHU-000729,anopheles quadrimaculatus,Human,CAMP,WILD_CAUGHT
JHU-000730,anopheles quadrimaculatus,Human,CAMP,WILD_CAUGHT
JHU-000731,psorophora horrida,Human,CAMP,WILD_CAUGHT
JHU-000732,anopheles punctipennis,Human,CAMP,WILD_CAUGHT
JHU-000733,anopheles punctipennis,Human,CAMP,WILD_CAUGHT
JHU-000734,culex erraticus,Human,CAMP,WILD_CAUGHT
JHU-000735,culex erraticus,Human,CAMP,WILD_CAUGHT
JHU-000736,aedes vexans,Human,CAMP,WILD_CAUGHT
JHU-000737,aedes vexans,Human,CAMP,WILD_CAUGHT
JHU-000738,anopheles quadrimaculatus,Human,CAMP,WILD_CAUGHT
JHU-000739,psorophora ferox,Human,CAMP,WILD_CAUGHT
JHU-000740,culex erraticus,Human,CAMP,WILD_CAUGHT
JHU-000741,culex erraticus,Human,CAMP,WILD_CAUGHT
JHU-000742,culex erraticus,Human,CAMP,WILD_CAUGHT
JHU-000743,culex erraticus,Human,CAMP,WILD_CAUGHT
JHU-000744,aedes japonicus,Human,CAMP,WILD_CAUGHT
VOID,,,VOID,WILD_CAUGHT
JHU-000746,aedes trivittatus,Human,CAMP,WILD_CAUGHT
JHU-000747,aedes trivittatus,Human,CAMP,WILD_CAUGHT
JHU-000748,aedes trivittatus,Human,CAMP,WILD_CAUGHT
JHU-000749,aedes trivittatus,Human,CAMP,WILD_CAUGHT
JHU-000750,aedes trivittatus,Human,CAMP,WILD_CAUGHT
JHU-000751,aedes trivittatus,Human,CAMP,WILD_CAUGHT
JHU-000752,aedes trivittatus,Human,CAMP,WILD_CAUGHT
JHU-000753,aedes vexans,Human,CAMP,WILD_CAUGHT
JHU-000754,anopheles crucians_sl,Human,BENN,WILD_CAUGHT
JHU-000755,anopheles crucians_sl,Human,BENN,WILD_CAUGHT
JHU-000756,anopheles crucians_sl,Human,BENN,WILD_CAUGHT
JHU-000757,anopheles punctipennis,Human,BENN,WILD_CAUGHT
JHU-000758,anopheles punctipennis,Human,BENN,WILD_CAUGHT
JHU-000759,anopheles punctipennis,Human,BENN,WILD_CAUGHT
JHU-000760,aedes fulvus,Human,BENN,WILD_CAUGHT
JHU-000761,coquillettidia perturbans,Human,BENN,WILD_CAUGHT
JHU-000762,coquillettidia perturbans,Human,BENN,WILD_CAUGHT
JHU-000763,anopheles punctipennis,Human,BENN,WILD_CAUGHT
JHU-000764,anopheles crucians_sl,Human,BENN,WILD_CAUGHT
JHU-000765,anopheles crucians_sl,Human,BENN,WILD_CAUGHT
JHU-000766,anopheles crucians_sl,Human,BENN,WILD_CAUGHT
JHU-000767,anopheles crucians_sl,Human,BENN,WILD_CAUGHT
JHU-000768,anopheles crucians_sl,Human,BENN,WILD_CAUGHT
JHU-000769,anopheles crucians_sl,Human,BENN,WILD_CAUGHT
JHU-000770,aedes aegypti,Human,MBKS,WILD_CAUGHT
JHU-000771,orthopodomyia alba,Human,BENN,WILD_CAUGHT
JHU-000772,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-000773,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-000774,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-000775,anopheles gambiae_ss,DNA,MOZ,WILD_CAUGHT
JHU-000776,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-000777,anopheles gambiae_ss,DNA,MOZ,WILD_CAUGHT
JHU-000778,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-000779,anopheles gambiae_ss,DNA,MOZ,WILD_CAUGHT
JHU-000780,anopheles gambiae_ss,DNA,MOZ,WILD_CAUGHT
JHU-000781,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-000782,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-000783,anopheles gambiae_sl,Human,MOZ,WILD_CAUGHT
JHU-000784,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-000785,anopheles gambiae_ss,DNA,MOZ,WILD_CAUGHT
JHU-000786,anopheles gambiae_ss,DNA,MOZ,WILD_CAUGHT
JHU-000787,anopheles gambiae_ss,DNA,MOZ,WILD_CAUGHT
JHU-000788,anopheles gambiae_ss,DNA,MOZ,WILD_CAUGHT
JHU-000789,anopheles gambiae_ss,DNA,MOZ,WILD_CAUGHT
JHU-000790,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-000791,anopheles gambiae_sl,Human,MOZ,WILD_CAUGHT
JHU-000792,anopheles arabiensis,DNA,MOZ,WILD_CAUGHT
JHU-000793,anopheles gambiae_ss,DNA,MOZ,WILD_CAUGHT
JHU-000794,anopheles gambiae_ss,DNA,MOZ,WILD_CAUGHT
JHU-000795,anopheles gambiae_ss,DNA,MOZ,WILD_CAUGHT
JHU-000796,anopheles gambiae_ss,DNA,MOZ,WILD_CAUGHT
JHU-000797,anopheles gambiae_ss,DNA,MOZ,WILD_CAUGHT
JHU-000798,anopheles gambiae_ss,DNA,MOZ,WILD_CAUGHT
JHU-000799,anopheles gambiae_ss,DNA,MOZ,WILD_CAUGHT
JHU-000800,anopheles gambiae_ss,DNA,MOZ,WILD_CAUGHT
JHU-000801,anopheles gambiae_ss,DNA,MOZ,WILD_CAUGHT
JHU-000802,anopheles gambiae_ss,DNA,MOZ,WILD_CAUGHT
JHU-000803,anopheles gambiae_ss,DNA,MOZ,WILD_CAUGHT
JHU-000804,anopheles gambiae_ss,DNA,MOZ,WILD_CAUGHT
JHU-000805,anopheles gambiae_ss,DNA,MOZ,WILD_CAUGHT
JHU-000806,anopheles gambiae_ss,DNA,MOZ,WILD_CAUGHT
